GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Type_Occupation,Family_Members,Label,Age,Employment_Status,Employed_years,income_bin
F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,Managers,2,approved,44.38904109589041,Y,8.052054794520547,22.2-30w
F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,Managers,3,approved,31.575342465753426,Y,4.427397260273972,30-66w
F,N,Y,0,171000.0,Working,Secondary / secondary special,not married,House / apartment,Accountants,1,approved,54.46849315068493,Y,23.027397260273972,14.4-22.2w
F,N,N,2,130500.0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,4,approved,42.29041095890411,Y,9.523287671232877,10.8-14.4w
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,28.04931506849315,Y,9.46027397260274,10.8-14.4w
M,Y,N,1,202500.0,Commercial associate,Incomplete higher,Married,House / apartment,Laborers,3,approved,29.534246575342465,Y,10.326027397260274,14.4-22.2w
F,N,Y,1,126000.0,Working,Higher education,Married,House / apartment,Sales staff,3,approved,34.69041095890411,Y,3.723287671232877,10.8-14.4w
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,52.85753424657534,Y,8.191780821917808,22.2-30w
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,56.93698630136986,Y,6.358904109589041,10.8-14.4w
F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,3,approved,39.134246575342466,Y,11.69041095890411,10.8-14.4w
F,N,Y,1,105750.0,Working,Secondary / secondary special,Married,With parents,Cleaning staff,3,approved,34.93972602739726,Y,3.797260273972603,7.2-10.8w
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,42.76986301369863,Y,1.7671232876712328,10.8-14.4w
M,Y,Y,0,180000.0,State servant,Higher education,not married,House / apartment,Unknown,1,approved,22.438356164383563,Y,2.4273972602739726,14.4-22.2w
M,N,N,0,360000.0,Commercial associate,Higher education,Married,House / apartment,Managers,2,approved,55.76438356164383,Y,4.994520547945205,30-66w
M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,52.52054794520548,Y,13.602739726027398,14.4-22.2w
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,63.73150684931507,N,,7.2-10.8w
F,N,Y,0,112500.0,Working,Secondary / secondary special,not married,House / apartment,Managers,1,approved,44.104109589041094,Y,5.117808219178082,10.8-14.4w
F,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,3,approved,34.463013698630135,Y,10.180821917808219,14.4-22.2w
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,48.70958904109589,Y,3.682191780821918,22.2-30w
F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,56.04383561643836,N,,3.6-7.2w
M,Y,Y,0,270000.0,Working,Secondary / secondary special,not married,House / apartment,Laborers,1,approved,37.821917808219176,Y,4.265753424657534,22.2-30w
F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,2,approved,31.035616438356165,Y,10.304109589041095,14.4-22.2w
F,Y,Y,0,144000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,2,approved,35.87671232876713,Y,10.180821917808219,14.4-22.2w
M,Y,Y,0,207000.0,Pensioner,Higher education,Married,House / apartment,Unknown,2,approved,66.6082191780822,N,,14.4-22.2w
M,Y,Y,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,5,approved,36.57534246575342,Y,5.427397260273972,14.4-22.2w
M,N,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,approved,62.465753424657535,Y,0.27945205479452057,14.4-22.2w
M,N,N,0,180000.0,Working,Incomplete higher,Married,With parents,Core staff,2,approved,21.10958904109589,Y,0.7890410958904109,14.4-22.2w
F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,approved,65.32602739726028,Y,5.882191780821918,10.8-14.4w
M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,Laborers,2,approved,45.35068493150685,Y,18.926027397260274,14.4-22.2w
M,Y,Y,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,32.04109589041096,Y,10.764383561643836,22.2-30w
F,N,N,0,103500.0,Working,Secondary / secondary special,not married,House / apartment,Sales staff,1,approved,33.83013698630137,Y,1.1616438356164382,7.2-10.8w
M,N,Y,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,Low-skill Laborers,1,approved,41.25753424657534,Y,2.9287671232876713,7.2-10.8w
M,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,Rented apartment,Unknown,2,approved,28.624657534246577,Y,6.364383561643836,10.8-14.4w
M,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,61.38904109589041,Y,5.956164383561644,3.6-7.2w
F,N,Y,0,135000.0,State servant,Incomplete higher,Married,House / apartment,Core staff,2,approved,42.11232876712329,Y,9.128767123287671,10.8-14.4w
F,N,Y,1,382500.0,State servant,Higher education,not married,With parents,Managers,2,approved,33.1945205479452,Y,1.515068493150685,30-66w
F,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,Unknown,1,approved,46.49589041095891,Y,1.0273972602739727,22.2-30w
M,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,approved,39.35342465753425,Y,17.4027397260274,14.4-22.2w
M,Y,N,1,292500.0,Working,Secondary / secondary special,Separated,House / apartment,Laborers,2,approved,34.772602739726025,Y,2.893150684931507,22.2-30w
F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,Sales staff,3,approved,37.50410958904109,Y,3.210958904109589,10.8-14.4w
F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,63.657534246575345,N,,7.2-10.8w
M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,37.37808219178082,Y,12.775342465753425,14.4-22.2w
M,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,3,approved,49.78904109589041,Y,1.8575342465753424,30-66w
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,63.66027397260274,N,,7.2-10.8w
F,N,N,0,306000.0,State servant,Higher education,Married,House / apartment,Medicine staff,2,approved,34.73150684931507,Y,15.306849315068494,30-66w
F,N,N,0,90000.0,Pensioner,Secondary / secondary special,not married,Municipal apartment,Unknown,1,approved,55.136986301369866,N,,7.2-10.8w
F,Y,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,approved,42.76986301369863,Y,3.852054794520548,10.8-14.4w
F,Y,N,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,57.084931506849315,Y,24.564383561643837,14.4-22.2w
M,N,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,5,approved,39.276712328767125,Y,18.794520547945204,14.4-22.2w
F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,Unknown,2,approved,57.02465753424657,N,,22.2-30w
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,62.81369863013698,N,,10.8-14.4w
M,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,approved,52.602739726027394,Y,0.947945205479452,14.4-22.2w
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,not married,House / apartment,Laborers,1,approved,54.298630136986304,Y,4.008219178082192,14.4-22.2w
F,N,Y,0,139500.0,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,2,approved,51.31506849315068,Y,0.4301369863013699,10.8-14.4w
M,Y,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,Unknown,4,approved,45.54794520547945,Y,1.536986301369863,10.8-14.4w
M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,approved,52.38356164383562,Y,10.03013698630137,14.4-22.2w
F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,Laborers,2,approved,27.673972602739727,Y,1.3835616438356164,10.8-14.4w
M,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Unknown,1,approved,55.64109589041096,N,,10.8-14.4w
F,N,Y,0,193500.0,Pensioner,Incomplete higher,not married,House / apartment,Unknown,1,approved,66.56164383561644,N,,14.4-22.2w
M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,Managers,2,approved,49.61643835616438,Y,18.53150684931507,30-66w
F,N,Y,0,157500.0,Working,Higher education,not married,House / apartment,Laborers,1,approved,60.917808219178085,Y,29.041095890410958,14.4-22.2w
M,Y,N,1,193500.0,Working,Higher education,Married,House / apartment,Unknown,3,approved,49.12876712328767,Y,10.956164383561644,14.4-22.2w
F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,4,approved,35.2,Y,10.849315068493151,14.4-22.2w
F,Y,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,Unknown,3,approved,30.205479452054796,Y,5.657534246575342,30-66w
M,Y,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,Unknown,2,approved,64.5095890410959,N,,14.4-22.2w
F,N,N,0,90000.0,Pensioner,Secondary / secondary special,not married,Municipal apartment,Unknown,1,approved,64.32328767123288,N,,7.2-10.8w
M,Y,N,0,180000.0,Working,Higher education,Married,With parents,Core staff,2,approved,31.956164383561642,Y,6.101369863013699,14.4-22.2w
F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,Core staff,2,approved,35.02191780821918,Y,3.3013698630136985,10.8-14.4w
M,Y,N,2,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,Cleaning staff,4,approved,34.295890410958904,Y,3.1095890410958904,14.4-22.2w
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,2,approved,49.86027397260274,Y,14.219178082191782,10.8-14.4w
M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,Managers,2,approved,43.35616438356164,Y,10.191780821917808,30-66w
F,Y,Y,0,112500.0,Working,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,53.654794520547945,Y,7.213698630136986,10.8-14.4w
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,63.10958904109589,N,,10.8-14.4w
M,Y,N,1,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,3,approved,51.21095890410959,N,,7.2-10.8w
M,Y,N,0,270000.0,Commercial associate,Higher education,not married,House / apartment,Core staff,1,approved,26.073972602739726,Y,0.4328767123287671,22.2-30w
F,N,N,1,112500.0,Commercial associate,Higher education,Married,With parents,Core staff,3,approved,33.78356164383562,Y,8.964383561643835,10.8-14.4w
F,N,N,1,180000.0,State servant,Higher education,Married,House / apartment,Core staff,3,approved,38.54520547945206,Y,6.8493150684931505,14.4-22.2w
F,N,Y,0,141750.0,Pensioner,Higher education,Married,House / apartment,Unknown,2,approved,55.73972602739726,N,,10.8-14.4w
F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,Sales staff,2,approved,52.62191780821918,Y,11.854794520547944,14.4-22.2w
F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,2,approved,50.64109589041096,Y,16.528767123287672,10.8-14.4w
F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,With parents,Cleaning staff,3,approved,27.493150684931507,Y,0.4657534246575342,22.2-30w
F,N,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,Medicine staff,2,approved,24.065753424657533,Y,0.7616438356164383,22.2-30w
M,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,Unknown,2,approved,41.59178082191781,Y,8.389041095890411,14.4-22.2w
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,Office apartment,Drivers,2,approved,40.868493150684934,Y,22.34794520547945,10.8-14.4w
M,Y,Y,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Unknown,4,approved,33.12602739726027,Y,7.2684931506849315,22.2-30w
F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,approved,30.43013698630137,Y,5.35068493150685,14.4-22.2w
F,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,2,approved,40.775342465753425,Y,14.95068493150685,7.2-10.8w
M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,48.15890410958904,Y,5.471232876712329,14.4-22.2w
F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,Unknown,2,approved,40.81369863013698,Y,9.41095890410959,30-66w
F,N,N,0,148500.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,56.775342465753425,N,,14.4-22.2w
F,N,N,1,135000.0,Working,Higher education,Married,House / apartment,Core staff,3,approved,28.95068493150685,Y,4.120547945205479,10.8-14.4w
M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Drivers,2,approved,38.586301369863016,Y,7.3863013698630136,14.4-22.2w
F,N,Y,1,180000.0,Pensioner,Higher education,Married,House / apartment,Unknown,3,approved,51.9972602739726,N,,14.4-22.2w
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,65.13424657534246,N,,14.4-22.2w
F,N,Y,0,247500.0,Commercial associate,Higher education,not married,House / apartment,Core staff,1,approved,59.00547945205479,Y,37.63013698630137,22.2-30w
F,N,N,0,112500.0,Commercial associate,Higher education,not married,With parents,Laborers,1,approved,24.8,Y,0.6219178082191781,10.8-14.4w
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,47.057534246575344,Y,0.36164383561643837,14.4-22.2w
F,N,Y,2,103500.0,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,4,approved,42.76986301369863,Y,18.13972602739726,7.2-10.8w
F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,Unknown,3,approved,30.898630136986302,Y,6.7972602739726025,10.8-14.4w
M,N,N,0,67500.0,State servant,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,31.92876712328767,Y,7.720547945205479,3.6-7.2w
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,51.37534246575343,Y,32.61917808219178,14.4-22.2w
F,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,2,approved,54.24931506849315,Y,2.9506849315068493,30-66w
F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,High skill tech staff,2,approved,51.40821917808219,Y,25.364383561643837,22.2-30w
F,Y,Y,0,148500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,Core staff,2,approved,46.868493150684934,Y,6.238356164383561,14.4-22.2w
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,approved,59.40821917808219,Y,6.635616438356164,14.4-22.2w
F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,29.72876712328767,Y,2.263013698630137,7.2-10.8w
M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,Low-skill Laborers,3,approved,41.68767123287671,Y,8.134246575342466,10.8-14.4w
F,N,Y,0,135000.0,State servant,Incomplete higher,not married,With parents,Unknown,1,approved,27.04931506849315,Y,5.715068493150685,10.8-14.4w
F,N,N,0,261000.0,Commercial associate,Incomplete higher,Married,House / apartment,Unknown,2,approved,27.473972602739725,Y,2.9315068493150687,22.2-30w
F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,High skill tech staff,3,approved,42.8054794520548,Y,22.389041095890413,10.8-14.4w
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,approved,50.31506849315068,Y,1.9205479452054794,10.8-14.4w
M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,approved,28.980821917808218,Y,3.791780821917808,10.8-14.4w
F,N,Y,0,135000.0,Working,Secondary / secondary special,not married,House / apartment,High skill tech staff,1,approved,60.21095890410959,Y,25.882191780821916,10.8-14.4w
M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,38.38356164383562,N,,30-66w
F,N,N,2,171000.0,Working,Secondary / secondary special,Married,House / apartment,Core staff,4,approved,40.06027397260274,Y,3.1780821917808217,14.4-22.2w
F,N,N,1,40500.0,State servant,Secondary / secondary special,Married,Rented apartment,Cooking staff,3,approved,35.75890410958904,Y,5.347945205479452,3.6-7.2w
F,N,N,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,2,approved,41.47945205479452,Y,13.194520547945206,10.8-14.4w
F,N,N,0,306000.0,Commercial associate,Higher education,Married,House / apartment,Managers,2,approved,29.334246575342465,Y,3.7095890410958905,30-66w
F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Accountants,2,approved,58.29041095890411,Y,3.0904109589041098,14.4-22.2w
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,64.0,Y,1.284931506849315,10.8-14.4w
M,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,approved,35.87671232876713,Y,0.5945205479452055,10.8-14.4w
F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,Secretaries,2,approved,47.54794520547945,Y,8.967123287671233,7.2-10.8w
F,Y,N,0,153000.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,64.87397260273973,N,,14.4-22.2w
F,Y,N,1,135000.0,Working,Higher education,Married,Rented apartment,Accountants,3,approved,30.854794520547944,Y,1.5424657534246575,10.8-14.4w
F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,56.37534246575343,N,,14.4-22.2w
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,58.4,N,,10.8-14.4w
F,N,N,0,90000.0,Working,Higher education,Separated,House / apartment,Core staff,1,approved,59.964383561643835,Y,4.1808219178082195,7.2-10.8w
M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,Core staff,4,approved,37.084931506849315,Y,5.7315068493150685,14.4-22.2w
M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,approved,32.635616438356166,Y,4.791780821917809,22.2-30w
M,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,63.087671232876716,N,,10.8-14.4w
F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,35.12602739726027,Y,2.5506849315068494,3.6-7.2w
M,Y,N,3,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,5,approved,41.81369863013698,Y,4.586301369863014,30-66w
F,N,Y,2,315000.0,Commercial associate,Higher education,Married,House / apartment,Managers,4,approved,29.964383561643835,Y,0.4602739726027397,30-66w
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,2,approved,41.19178082191781,Y,3.0904109589041098,14.4-22.2w
M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,63.271232876712325,N,,10.8-14.4w
F,N,Y,0,166500.0,Working,Incomplete higher,Married,House / apartment,Laborers,2,approved,29.572602739726026,Y,11.038356164383561,14.4-22.2w
M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,42.76986301369863,Y,13.608219178082193,14.4-22.2w
M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,approved,55.61095890410959,Y,8.991780821917809,22.2-30w
F,N,N,0,135000.0,Commercial associate,Incomplete higher,not married,House / apartment,Accountants,1,approved,48.26027397260274,Y,0.9287671232876712,10.8-14.4w
F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,High skill tech staff,2,approved,41.56164383561644,Y,21.86027397260274,10.8-14.4w
F,N,Y,0,193500.0,Working,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,50.54520547945206,Y,26.528767123287672,14.4-22.2w
F,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,Unknown,2,approved,58.56712328767123,Y,1.5808219178082192,30-66w
M,Y,Y,0,405000.0,Working,Higher education,Married,House / apartment,Managers,2,approved,28.28219178082192,Y,7.183561643835616,30-66w
F,Y,N,1,405000.0,Working,Secondary / secondary special,Married,Rented apartment,Core staff,3,approved,37.83561643835616,Y,4.597260273972603,30-66w
F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,Unknown,3,approved,27.649315068493152,Y,2.673972602739726,7.2-10.8w
M,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,Security staff,4,approved,34.21369863013699,Y,9.884931506849314,22.2-30w
M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,3,approved,43.8027397260274,Y,5.463013698630137,14.4-22.2w
M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,Security staff,4,approved,43.25479452054795,Y,4.282191780821917,10.8-14.4w
F,N,N,0,135000.0,Pensioner,Higher education,Married,Municipal apartment,Unknown,2,approved,53.97260273972603,N,,10.8-14.4w
F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,Managers,2,approved,47.09315068493151,Y,12.391780821917807,10.8-14.4w
F,N,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,Managers,2,approved,35.25753424657534,Y,0.9315068493150684,14.4-22.2w
F,Y,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,66.28493150684932,N,,22.2-30w
M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,2,approved,22.884931506849316,Y,2.9616438356164383,14.4-22.2w
F,N,N,0,135000.0,Working,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,46.06575342465754,Y,18.12054794520548,10.8-14.4w
F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,approved,42.654794520547945,Y,4.49041095890411,14.4-22.2w
F,N,Y,0,135000.0,Working,Secondary / secondary special,not married,House / apartment,Managers,1,approved,39.43561643835616,Y,2.5178082191780824,10.8-14.4w
F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Realty agents,3,approved,28.624657534246577,Y,9.293150684931506,22.2-30w
M,Y,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,48.38356164383562,Y,8.934246575342465,7.2-10.8w
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,Managers,3,approved,38.728767123287675,Y,10.761643835616438,14.4-22.2w
M,Y,N,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,51.71232876712329,N,,22.2-30w
M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,Managers,2,approved,35.673972602739724,Y,13.923287671232877,22.2-30w
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,approved,50.701369863013696,Y,9.945205479452055,14.4-22.2w
F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,49.679452054794524,Y,9.838356164383562,14.4-22.2w
M,Y,N,2,166500.0,Commercial associate,Higher education,Married,House / apartment,Core staff,4,approved,33.73150684931507,Y,3.2849315068493152,14.4-22.2w
F,Y,Y,0,180000.0,Working,Secondary / secondary special,not married,House / apartment,Sales staff,1,approved,42.44931506849315,Y,11.791780821917808,14.4-22.2w
F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,56.679452054794524,N,,3.6-7.2w
F,N,Y,1,315000.0,State servant,Secondary / secondary special,Married,House / apartment,Core staff,3,approved,30.7013698630137,Y,6.887671232876713,30-66w
M,N,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,Managers,4,approved,33.52876712328767,Y,5.991780821917808,30-66w
F,Y,Y,0,180000.0,Commercial associate,Higher education,not married,House / apartment,Core staff,1,approved,41.536986301369865,Y,19.561643835616437,14.4-22.2w
F,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,4,approved,32.5013698630137,Y,0.26301369863013696,7.2-10.8w
F,N,Y,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,63.583561643835615,N,,14.4-22.2w
M,Y,Y,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,40.99178082191781,Y,14.180821917808219,14.4-22.2w
F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,2,approved,52.082191780821915,Y,18.523287671232875,10.8-14.4w
M,Y,Y,0,144000.0,Commercial associate,Higher education,Married,House / apartment,Managers,2,approved,52.794520547945204,Y,6.454794520547945,14.4-22.2w
M,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,42.76986301369863,N,,10.8-14.4w
M,N,N,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,Managers,3,approved,41.76438356164383,Y,7.967123287671233,30-66w
F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,2,approved,31.887671232876713,Y,9.131506849315068,7.2-10.8w
M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Managers,2,approved,47.50684931506849,Y,9.852054794520548,14.4-22.2w
M,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,approved,31.4027397260274,Y,12.61917808219178,10.8-14.4w
F,N,N,1,292500.0,Working,Incomplete higher,Married,House / apartment,Sales staff,3,approved,34.12054794520548,Y,11.04109589041096,22.2-30w
F,N,N,0,112500.0,State servant,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,52.863013698630134,Y,14.372602739726027,10.8-14.4w
F,N,Y,0,216000.0,Working,Secondary / secondary special,not married,House / apartment,Medicine staff,1,approved,49.14246575342466,Y,8.367123287671232,14.4-22.2w
M,Y,N,0,126000.0,Commercial associate,Incomplete higher,Married,House / apartment,Laborers,2,approved,28.38082191780822,Y,7.961643835616439,10.8-14.4w
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,51.87397260273973,Y,5.2465753424657535,10.8-14.4w
F,N,Y,0,189000.0,Pensioner,Incomplete higher,not married,House / apartment,Unknown,1,approved,59.84931506849315,N,,14.4-22.2w
M,N,Y,0,337500.0,Working,Secondary / secondary special,not married,House / apartment,High skill tech staff,1,approved,45.8,Y,3.4712328767123286,30-66w
F,N,Y,0,44550.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,62.76986301369863,N,,3.6-7.2w
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,2,approved,37.49589041095891,Y,3.441095890410959,10.8-14.4w
F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,3,approved,28.693150684931506,Y,4.715068493150685,14.4-22.2w
M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,4,approved,39.33698630136986,Y,6.347945205479452,10.8-14.4w
F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,4,approved,34.95890410958904,Y,4.158904109589041,10.8-14.4w
